acousticness,analysis_url,danceability,duration_ms,energy,track_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist_name,track_name,popularity,bbhot,artist_popularity,artist_followers
0.0304,https://api.spotify.com/v1/audio-analysis/1dv3nDyEFjfdfWyfmBTzXl,0.598,182427,0.631,1dv3nDyEFjfdfWyfmBTzXl,0,0,0.281,-5.734,1,0.0708,99.934,4,https://api.spotify.com/v1/tracks/1dv3nDyEFjfdfWyfmBTzXl,audio_features,spotify:track:1dv3nDyEFjfdfWyfmBTzXl,0.56,Kidz Bop Kids,Sorry,49,1,71,326154
0.994,https://api.spotify.com/v1/audio-analysis/6H83F9EXQknzlSaD81s9aR,0.73,171209,0.131,6H83F9EXQknzlSaD81s9aR,0.941,11,0.111,-18.103,1,0.0648,93.999,4,https://api.spotify.com/v1/tracks/6H83F9EXQknzlSaD81s9aR,audio_features,spotify:track:6H83F9EXQknzlSaD81s9aR,0.286,Hampus Bjorklund,Girls Like You,57,1,48,44
0.302,https://api.spotify.com/v1/audio-analysis/3mRLHiSHYtC8Hk7bzZdUs1,0.733,216133,0.477,3mRLHiSHYtC8Hk7bzZdUs1,2.97E-06,2,0.0579,-6.737,0,0.0687,62.507,4,https://api.spotify.com/v1/tracks/3mRLHiSHYtC8Hk7bzZdUs1,audio_features,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,0.545,Bishop Briggs,River,77,1,70,393096
0.346,https://api.spotify.com/v1/audio-analysis/00wyFkzeyMt0qsiQvs9aUE,0.522,171240,0.434,00wyFkzeyMt0qsiQvs9aUE,9.01E-06,7,0.107,-9.237,0,0.179,106.672,5,https://api.spotify.com/v1/tracks/00wyFkzeyMt0qsiQvs9aUE,audio_features,spotify:track:00wyFkzeyMt0qsiQvs9aUE,0.559,ZAYN,Fingers,73,0,83,7715574
0.347,https://api.spotify.com/v1/audio-analysis/1MUL6DO2gVimj2YrVedubd,0.449,194777,0.597,1MUL6DO2gVimj2YrVedubd,1.03E-05,9,0.197,-4.401,0,0.14,134.598,5,https://api.spotify.com/v1/tracks/1MUL6DO2gVimj2YrVedubd,audio_features,spotify:track:1MUL6DO2gVimj2YrVedubd,0.505,GASHI,Creep On Me,76,0,71,77916
0.0456,https://api.spotify.com/v1/audio-analysis/7rC5Pl8rQSX4myONQHYPBK,0.755,205147,0.575,7rC5Pl8rQSX4myONQHYPBK,0.00124,4,0.276,-8.393,0,0.0678,85.987,4,https://api.spotify.com/v1/tracks/7rC5Pl8rQSX4myONQHYPBK,audio_features,spotify:track:7rC5Pl8rQSX4myONQHYPBK,0.49,Drake,Mob Ties,79,1,97,36433078
0.75,https://api.spotify.com/v1/audio-analysis/3VamXAvVMczcS2PTYtPfBQ,0.629,195053,0.464,3VamXAvVMczcS2PTYtPfBQ,0,4,0.0853,-8.72,1,0.0334,156.051,4,https://api.spotify.com/v1/tracks/3VamXAvVMczcS2PTYtPfBQ,audio_features,spotify:track:3VamXAvVMczcS2PTYtPfBQ,0.523,Jimmie Allen,Best Shot,76,1,65,28820
0.412,https://api.spotify.com/v1/audio-analysis/60RmwxEKOIh7JAdKAw5ln2,0.334,60891,0.493,60RmwxEKOIh7JAdKAw5ln2,0.891,2,0.377,-7.924,1,0.0313,140.898,4,https://api.spotify.com/v1/tracks/60RmwxEKOIh7JAdKAw5ln2,audio_features,spotify:track:60RmwxEKOIh7JAdKAw5ln2,0.452,Swamp Astronaut,"Oh, I've Been to Prague",60,0,0,0
0.108,https://api.spotify.com/v1/audio-analysis/4i03jcO0O06RWfddcDlQoO,0.548,219293,0.742,4i03jcO0O06RWfddcDlQoO,0,1,0.0852,-4.757,1,0.0287,143.966,4,https://api.spotify.com/v1/tracks/4i03jcO0O06RWfddcDlQoO,audio_features,spotify:track:4i03jcO0O06RWfddcDlQoO,0.352,Walker McGuire,Mysteries of the World,69,0,58,17987
0.0227,https://api.spotify.com/v1/audio-analysis/0WpDeBJ22LcwF4QoERQOTv,0.894,60000,0.61,0WpDeBJ22LcwF4QoERQOTv,0.00744,4,0.102,-5.691,0,0.0487,136.64,4,https://api.spotify.com/v1/tracks/0WpDeBJ22LcwF4QoERQOTv,audio_features,spotify:track:0WpDeBJ22LcwF4QoERQOTv,0.78,Tierra Whack,Hungry Hippo,65,0,67,97111
0.215,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.63,220293,0.804,3a1lNhkSLSkpJE4MSHpDu9,0,6,0.253,-4.183,1,0.0363,123.146,4,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.492,Post Malone,Congratulations,87,1,96,13573707
0.529,https://api.spotify.com/v1/audio-analysis/0q13YkzG2YkB0z1yU7HIkP,0.534,224628,0.366,0q13YkzG2YkB0z1yU7HIkP,0,7,0.21,-10.858,0,0.0488,123.503,4,https://api.spotify.com/v1/tracks/0q13YkzG2YkB0z1yU7HIkP,audio_features,spotify:track:0q13YkzG2YkB0z1yU7HIkP,0.324,Bazzi,Sober,64,1,85,1425272
0.0297,https://api.spotify.com/v1/audio-analysis/0bmsI8YTpAu1q6rgb2Cl06,0.952,189427,0.498,0bmsI8YTpAu1q6rgb2Cl06,0.000234,11,0.105,-5.302,0,0.198,128.024,4,https://api.spotify.com/v1/tracks/0bmsI8YTpAu1q6rgb2Cl06,audio_features,spotify:track:0bmsI8YTpAu1q6rgb2Cl06,0.265,Young Dolph,Lipstick,60,0,72,967809
0.336,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,0.481,295493,0.451,4sPmO7WMQUAf45kwMOtONw,0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289,Adele,Hello,73,1,84,15466526
0.189,https://api.spotify.com/v1/audio-analysis/3vI37eoHxqueIZRglt0f3e,0.659,147226,0.623,3vI37eoHxqueIZRglt0f3e,0,9,0.0304,-3.79,0,0.179,173.611,4,https://api.spotify.com/v1/tracks/3vI37eoHxqueIZRglt0f3e,audio_features,spotify:track:3vI37eoHxqueIZRglt0f3e,0.376,Lil Pete,Talkin,45,1,52,24753
0.766,https://api.spotify.com/v1/audio-analysis/03d8S7FBY2kIzhP0E7l4rn,0.783,157693,0.605,03d8S7FBY2kIzhP0E7l4rn,7.42E-05,8,0.109,-5.792,1,0.098,100.004,4,https://api.spotify.com/v1/tracks/03d8S7FBY2kIzhP0E7l4rn,audio_features,spotify:track:03d8S7FBY2kIzhP0E7l4rn,0.674,Morgan Wallen,If I Know Me,65,0,73,148388
0.0746,https://api.spotify.com/v1/audio-analysis/4RwVpiy6oEEF8yo8jigRBq,0.446,219952,0.732,4RwVpiy6oEEF8yo8jigRBq,0,1,0.218,-4.876,0,0.279,139.674,4,https://api.spotify.com/v1/tracks/4RwVpiy6oEEF8yo8jigRBq,audio_features,spotify:track:4RwVpiy6oEEF8yo8jigRBq,0.347,Kevin Gates,M.A.T.A.,59,0,79,2344415
0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480,0.881,5WHTFyqSii0lmT9R21abT8,3.01E-06,9,0.0793,-2.853,1,0.147,98.994,4,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,audio_features,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234,Mabel,Don't Call Me Up,94,1,83,231850
0.0553,https://api.spotify.com/v1/audio-analysis/4HbiCvH1R7mVOJ7KY7JQBD,0.66,157643,0.775,4HbiCvH1R7mVOJ7KY7JQBD,0,2,0.129,-4.926,1,0.172,157.036,4,https://api.spotify.com/v1/tracks/4HbiCvH1R7mVOJ7KY7JQBD,audio_features,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,0.635,6ix9ine,GUMMO,75,0,88,3886579
0.0745,https://api.spotify.com/v1/audio-analysis/0hJS3EHWC4uL9sJ52ErpoN,0.799,192013,0.497,0hJS3EHWC4uL9sJ52ErpoN,1.28E-05,4,0.174,-6.57,1,0.141,115.157,4,https://api.spotify.com/v1/tracks/0hJS3EHWC4uL9sJ52ErpoN,audio_features,spotify:track:0hJS3EHWC4uL9sJ52ErpoN,0.488,Rainbow Kitten Surprise,Hide,61,1,70,245423
0.291,https://api.spotify.com/v1/audio-analysis/3xriS8wd6Q0de39EKMPCTE,0.74,186557,0.774,3xriS8wd6Q0de39EKMPCTE,0,9,0.192,-4.859,1,0.17,100.048,4,https://api.spotify.com/v1/tracks/3xriS8wd6Q0de39EKMPCTE,audio_features,spotify:track:3xriS8wd6Q0de39EKMPCTE,0.606,Andy Grammer,Freeze,52,1,74,598517
0.00123,https://api.spotify.com/v1/audio-analysis/7H5q9RsWBDRrKq2qCdv2HG,0.345,276867,0.943,7H5q9RsWBDRrKq2qCdv2HG,0,10,0.0609,-4.184,0,0.144,164.954,4,https://api.spotify.com/v1/tracks/7H5q9RsWBDRrKq2qCdv2HG,audio_features,spotify:track:7H5q9RsWBDRrKq2qCdv2HG,0.293,Ice Nine Kills,Stabbing In The Dark,62,0,65,194198
0.969,https://api.spotify.com/v1/audio-analysis/45HRj3YdVgAOLbkSRiJ4l3,0.419,175083,0.0168,45HRj3YdVgAOLbkSRiJ4l3,0.939,0,0.111,-26.478,0,0.0379,63.238,4,https://api.spotify.com/v1/tracks/45HRj3YdVgAOLbkSRiJ4l3,audio_features,spotify:track:45HRj3YdVgAOLbkSRiJ4l3,0.278,Floriscope,Floriscope,68,0,55,126
0.0511,https://api.spotify.com/v1/audio-analysis/2qcG0nZ6S3zZV0UrkY5nFo,0.968,262308,0.589,2qcG0nZ6S3zZV0UrkY5nFo,0,11,0.0731,-7.808,1,0.255,129.993,4,https://api.spotify.com/v1/tracks/2qcG0nZ6S3zZV0UrkY5nFo,audio_features,spotify:track:2qcG0nZ6S3zZV0UrkY5nFo,0.268,Cardi B,Drip (feat. Migos),76,0,92,7925474
0.0918,https://api.spotify.com/v1/audio-analysis/36m0b1aad6A4CXq41VYxDe,0.805,185045,0.812,36m0b1aad6A4CXq41VYxDe,4.34E-05,2,0.104,-6.353,1,0.0839,114.982,3,https://api.spotify.com/v1/tracks/36m0b1aad6A4CXq41VYxDe,audio_features,spotify:track:36m0b1aad6A4CXq41VYxDe,0.759,Los Hijos De Garcia,18 Libras,61,0,62,118495
0.283,https://api.spotify.com/v1/audio-analysis/0YBChynpAc8Sji0I067rzT,0.69,257347,0.553,0YBChynpAc8Sji0I067rzT,1.57E-06,7,0.14,-5.354,0,0.0395,107.975,3,https://api.spotify.com/v1/tracks/0YBChynpAc8Sji0I067rzT,audio_features,spotify:track:0YBChynpAc8Sji0I067rzT,0.645,Alessia Cara,Comfortable,58,1,83,5213504
0.696,https://api.spotify.com/v1/audio-analysis/1aa3A3F6b5FZFtXAhtrybK,0.12,184642,0.0585,1aa3A3F6b5FZFtXAhtrybK,0.939,3,0.11,-27.623,1,0.0383,78.662,5,https://api.spotify.com/v1/tracks/1aa3A3F6b5FZFtXAhtrybK,audio_features,spotify:track:1aa3A3F6b5FZFtXAhtrybK,0.0397,Antologie,Time Travel,75,0,62,1517
0.034,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,0.818,225983,0.803,6b8Be6ljOzmkOmFslEb23P,0,1,0.153,-4.282,1,0.0797,106.97,4,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,audio_features,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.632,Bruno Mars,24K Magic,81,1,90,20898624
0.367,https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,0.52,345133,0.538,5bJ1DrEM4hNCafcDd1oxHx,0.00187,1,0.119,-8.109,1,0.206,141.894,4,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,audio_features,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,0.177,Mac Miller,Self Care,80,1,84,3138137
0.0445,https://api.spotify.com/v1/audio-analysis/6X6SdJzxyw7GzxwP2fr9WV,0.74,218868,0.669,6X6SdJzxyw7GzxwP2fr9WV,0,0,0.184,-5.199,1,0.0373,122.007,4,https://api.spotify.com/v1/tracks/6X6SdJzxyw7GzxwP2fr9WV,audio_features,spotify:track:6X6SdJzxyw7GzxwP2fr9WV,0.536,Jess Glynne,All I Am,77,0,82,1510649
0.0797,https://api.spotify.com/v1/audio-analysis/6Wrx0ZDaB3dxBDl1ZnddXT,0.621,204733,0.692,6Wrx0ZDaB3dxBDl1ZnddXT,0,7,0.0806,-5.279,1,0.217,165.967,4,https://api.spotify.com/v1/tracks/6Wrx0ZDaB3dxBDl1ZnddXT,audio_features,spotify:track:6Wrx0ZDaB3dxBDl1ZnddXT,0.705,Loote,Wish I Never Met You,67,0,74,46383
0.0467,https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO,0.892,195047,0.633,50a8bKqlwDEqeiEknrzkTO,0.000189,8,0.139,-7.471,1,0.0902,137.994,4,https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO,audio_features,spotify:track:50a8bKqlwDEqeiEknrzkTO,0.459,21 Savage,ball w/o you,74,0,90,6032479
0.229,https://api.spotify.com/v1/audio-analysis/21WYgbVZkF0lKwi7Nlsgjf,0.754,220107,0.516,21WYgbVZkF0lKwi7Nlsgjf,0,6,0.0798,-6.972,1,0.0524,123.092,4,https://api.spotify.com/v1/tracks/21WYgbVZkF0lKwi7Nlsgjf,audio_features,spotify:track:21WYgbVZkF0lKwi7Nlsgjf,0.428,Carly Rae Jepsen,Roses,50,1,75,3343370
0.0543,https://api.spotify.com/v1/audio-analysis/68knGuzTOVTBPlRZJfOHHS,0.856,164773,0.158,68knGuzTOVTBPlRZJfOHHS,5.36E-05,8,0.0842,-18.178,1,0.441,139.946,4,https://api.spotify.com/v1/tracks/68knGuzTOVTBPlRZJfOHHS,audio_features,spotify:track:68knGuzTOVTBPlRZJfOHHS,0.28,Smokepurpp,Ski Mask,61,1,74,1493693
0.00982,https://api.spotify.com/v1/audio-analysis/7sQJDTH7VfwERzHbUao0TB,0.599,188253,0.819,7sQJDTH7VfwERzHbUao0TB,0,10,0.171,-3.833,1,0.0286,125.989,4,https://api.spotify.com/v1/tracks/7sQJDTH7VfwERzHbUao0TB,audio_features,spotify:track:7sQJDTH7VfwERzHbUao0TB,0.663,Kane Brown,What Ifs,53,1,79,1471574
0.0709,https://api.spotify.com/v1/audio-analysis/156LzfvMNKuXuiot4uzhGD,0.914,265480,0.572,156LzfvMNKuXuiot4uzhGD,0.00237,2,0.0599,-8.82,1,0.166,123.963,4,https://api.spotify.com/v1/tracks/156LzfvMNKuXuiot4uzhGD,audio_features,spotify:track:156LzfvMNKuXuiot4uzhGD,0.203,Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),69,0,85,1254704
0.0445,https://api.spotify.com/v1/audio-analysis/4H0vNUFcHPz5lytcLjwqkr,0.565,208893,0.855,4H0vNUFcHPz5lytcLjwqkr,0,5,0.32,-4.189,1,0.0557,74.98,4,https://api.spotify.com/v1/tracks/4H0vNUFcHPz5lytcLjwqkr,audio_features,spotify:track:4H0vNUFcHPz5lytcLjwqkr,0.852,Maren Morris,Rich,65,1,82,327771
0.052,https://api.spotify.com/v1/audio-analysis/4tERsdVCLtLtrGdFBf9DGC,0.715,230880,0.742,4tERsdVCLtLtrGdFBf9DGC,2.47E-05,0,0.364,-4.331,1,0.0347,106.971,4,https://api.spotify.com/v1/tracks/4tERsdVCLtLtrGdFBf9DGC,audio_features,spotify:track:4tERsdVCLtLtrGdFBf9DGC,0.322,Daya,New,73,1,78,860908
0.113,https://api.spotify.com/v1/audio-analysis/32OkBQinMWqa7ZydEkHqVi,0.886,138997,0.542,32OkBQinMWqa7ZydEkHqVi,0,1,0.151,-5.424,1,0.338,83.519,4,https://api.spotify.com/v1/tracks/32OkBQinMWqa7ZydEkHqVi,audio_features,spotify:track:32OkBQinMWqa7ZydEkHqVi,0.314,No Jumper,Hard (feat. Tay-K and BlocBoy JB),71,0,55,81858
0.866,https://api.spotify.com/v1/audio-analysis/76u71tQ2GALnwY0VJyOu83,0.393,105533,0.673,76u71tQ2GALnwY0VJyOu83,0.000238,2,0.401,-7.568,1,0.283,82.853,4,https://api.spotify.com/v1/tracks/76u71tQ2GALnwY0VJyOu83,audio_features,spotify:track:76u71tQ2GALnwY0VJyOu83,0.244,Jhene Aiko,LSD,53,1,78,2260330
0.00214,https://api.spotify.com/v1/audio-analysis/1OWSsdbAXFyPDo6khogqAW,0.496,214987,0.924,1OWSsdbAXFyPDo6khogqAW,0.22,9,0.136,-3.895,1,0.0507,91.882,4,https://api.spotify.com/v1/tracks/1OWSsdbAXFyPDo6khogqAW,audio_features,spotify:track:1OWSsdbAXFyPDo6khogqAW,0.594,Greta Van Fleet,"Lover, Leaver",65,0,73,825231
0.666,https://api.spotify.com/v1/audio-analysis/1It1TxBK3xIQAB4xJkPevn,0.692,250454,0.57,1It1TxBK3xIQAB4xJkPevn,0,7,0.107,-8.077,1,0.185,91.917,4,https://api.spotify.com/v1/tracks/1It1TxBK3xIQAB4xJkPevn,audio_features,spotify:track:1It1TxBK3xIQAB4xJkPevn,0.309,Jorja Smith,Blue Lights,73,0,76,888095
0.0166,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,0.766,174893,0.881,4Uy3kNxW2kB8AEoXljEcth,2.30E-06,9,0.347,-5.158,0,0.137,112.027,5,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,audio_features,spotify:track:4Uy3kNxW2kB8AEoXljEcth,0.674,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",81,0,92,15127366
0.227,https://api.spotify.com/v1/audio-analysis/58QhkbaAkLFnn7JwAnAato,0.83,262494,0.546,58QhkbaAkLFnn7JwAnAato,0,1,0.112,-5.716,1,0.295,182.973,4,https://api.spotify.com/v1/tracks/58QhkbaAkLFnn7JwAnAato,audio_features,spotify:track:58QhkbaAkLFnn7JwAnAato,0.535,Eminem,Fall,78,1,93,26464768
0.105,https://api.spotify.com/v1/audio-analysis/25H6P7a94WUr5102lC6TNI,0.807,223080,0.414,25H6P7a94WUr5102lC6TNI,2.57E-05,4,0.0813,-8.903,1,0.0352,108.944,4,https://api.spotify.com/v1/tracks/25H6P7a94WUr5102lC6TNI,audio_features,spotify:track:25H6P7a94WUr5102lC6TNI,0.502,Queen,I Want To Break Free,68,0,93,15582308
0.697,https://api.spotify.com/v1/audio-analysis/1UaTmLT3nB1sNBfv1hkqU1,0.243,260400,0.287,1UaTmLT3nB1sNBfv1hkqU1,0,11,0.104,-9.429,1,0.0308,142.084,4,https://api.spotify.com/v1/tracks/1UaTmLT3nB1sNBfv1hkqU1,audio_features,spotify:track:1UaTmLT3nB1sNBfv1hkqU1,0.16,Pentatonix,Imagine,56,1,73,2235132
0.445,https://api.spotify.com/v1/audio-analysis/5HJId22hZ2IvFnvNSy6ZbE,0.661,180360,0.785,5HJId22hZ2IvFnvNSy6ZbE,0.000266,4,0.0854,-5.623,1,0.0369,91.975,4,https://api.spotify.com/v1/tracks/5HJId22hZ2IvFnvNSy6ZbE,audio_features,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,0.371,Dierks Bentley,Different For Girls,67,1,74,1769629
0.0304,https://api.spotify.com/v1/audio-analysis/1sv0BhPPnrUgQ6dziZlmuM,0.792,184960,0.548,1sv0BhPPnrUgQ6dziZlmuM,9.94E-06,11,0.339,-5.484,0,0.0582,116.008,4,https://api.spotify.com/v1/tracks/1sv0BhPPnrUgQ6dziZlmuM,audio_features,spotify:track:1sv0BhPPnrUgQ6dziZlmuM,0.445,Lady Gaga,Why Did You Do That?,71,0,91,7466690
0.199,https://api.spotify.com/v1/audio-analysis/39jPNpyS33FFAw6xsFvvmG,0.765,227187,0.638,39jPNpyS33FFAw6xsFvvmG,0,11,0.669,-4.548,0,0.13,113.981,4,https://api.spotify.com/v1/tracks/39jPNpyS33FFAw6xsFvvmG,audio_features,spotify:track:39jPNpyS33FFAw6xsFvvmG,0.626,Kehlani,Personal,63,1,84,2401211
0.00152,https://api.spotify.com/v1/audio-analysis/3qNTqHjFfyJzMgZoYcUqjV,0.822,211984,0.765,3qNTqHjFfyJzMgZoYcUqjV,0,8,0.334,-6.67,0,0.217,145.105,4,https://api.spotify.com/v1/tracks/3qNTqHjFfyJzMgZoYcUqjV,audio_features,spotify:track:3qNTqHjFfyJzMgZoYcUqjV,0.642,Wiz Khalifa,Ocean,56,1,87,8121741
0.00202,https://api.spotify.com/v1/audio-analysis/1hkm127hnTSa2xjGNw8IAE,0.525,228373,0.957,1hkm127hnTSa2xjGNw8IAE,3.25E-06,0,0.333,-3.742,1,0.0689,97.445,4,https://api.spotify.com/v1/tracks/1hkm127hnTSa2xjGNw8IAE,audio_features,spotify:track:1hkm127hnTSa2xjGNw8IAE,0.456,Beartooth,Disease,65,0,65,333872
0.806,https://api.spotify.com/v1/audio-analysis/33MU3TnkqOle5HjXefemdx,0.676,194715,0.556,33MU3TnkqOle5HjXefemdx,0,6,0.125,-7.058,0,0.0308,119.007,3,https://api.spotify.com/v1/tracks/33MU3TnkqOle5HjXefemdx,audio_features,spotify:track:33MU3TnkqOle5HjXefemdx,0.851,T3R Elemento,Mi Religión,65,0,76,757316
0.336,https://api.spotify.com/v1/audio-analysis/5PBGKdQ2fnMw1zlMP7XtVM,0.61,218656,0.583,5PBGKdQ2fnMw1zlMP7XtVM,1.80E-05,0,0.0776,-6.461,0,0.0374,103.987,3,https://api.spotify.com/v1/tracks/5PBGKdQ2fnMw1zlMP7XtVM,audio_features,spotify:track:5PBGKdQ2fnMw1zlMP7XtVM,0.593,Sabrina Claudio,Tell Me,49,1,70,515084
0.394,https://api.spotify.com/v1/audio-analysis/4KX8vXbouybtUptEyYxtIk,0.769,164038,0.627,4KX8vXbouybtUptEyYxtIk,0,7,0.106,-4.064,1,0.262,157.938,4,https://api.spotify.com/v1/tracks/4KX8vXbouybtUptEyYxtIk,audio_features,spotify:track:4KX8vXbouybtUptEyYxtIk,0.49,Kodak Black,MoshPit (feat. Juice WRLD),78,0,88,4645673
0.000831,https://api.spotify.com/v1/audio-analysis/0FbSpY8RPxTRxi1Fpj9Dz9,0.938,160038,0.549,0FbSpY8RPxTRxi1Fpj9Dz9,0.000243,1,0.082,-8.368,1,0.098,144.005,4,https://api.spotify.com/v1/tracks/0FbSpY8RPxTRxi1Fpj9Dz9,audio_features,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9,0.412,Blac Youngsta,Booty,66,1,64,800775
0.0327,https://api.spotify.com/v1/audio-analysis/1khmgu0pveJbkbpbkyvcQv,0.655,300579,0.725,1khmgu0pveJbkbpbkyvcQv,0.00264,0,0.0611,-5.497,1,0.188,125.8,4,https://api.spotify.com/v1/tracks/1khmgu0pveJbkbpbkyvcQv,audio_features,spotify:track:1khmgu0pveJbkbpbkyvcQv,0.326,Bad Bunny,La Romana,83,0,93,12415284
0.118,https://api.spotify.com/v1/audio-analysis/14boA065HMHWvqyPPEeN4y,0.767,192229,0.561,14boA065HMHWvqyPPEeN4y,0,2,0.0737,-7.418,0,0.0509,90.021,4,https://api.spotify.com/v1/tracks/14boA065HMHWvqyPPEeN4y,audio_features,spotify:track:14boA065HMHWvqyPPEeN4y,0.542,XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",74,0,94,12665543
0.0459,https://api.spotify.com/v1/audio-analysis/2tnlNVAhuQGgoFJxALVeXx,0.655,190412,0.835,2tnlNVAhuQGgoFJxALVeXx,0,1,0.409,-3.451,1,0.059,91.035,4,https://api.spotify.com/v1/tracks/2tnlNVAhuQGgoFJxALVeXx,audio_features,spotify:track:2tnlNVAhuQGgoFJxALVeXx,0.165,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA),74,0,86,3130695
0.577,https://api.spotify.com/v1/audio-analysis/3IzrrsRBpu23x95jJo7d5S,0.669,192224,0.42,3IzrrsRBpu23x95jJo7d5S,2.22E-06,10,0.0998,-12.441,1,0.373,159.88,4,https://api.spotify.com/v1/tracks/3IzrrsRBpu23x95jJo7d5S,audio_features,spotify:track:3IzrrsRBpu23x95jJo7d5S,0.573,6 Dogs,Off The Gas (feat. Lil Skies),63,0,66,154567
0.0405,https://api.spotify.com/v1/audio-analysis/6QeJEhEoMNqsn2yhCvG3jc,0.403,211653,0.539,6QeJEhEoMNqsn2yhCvG3jc,1.06E-05,10,0.254,-6.987,1,0.037,125.646,4,https://api.spotify.com/v1/tracks/6QeJEhEoMNqsn2yhCvG3jc,audio_features,spotify:track:6QeJEhEoMNqsn2yhCvG3jc,0.332,Tori Kelly,Hollow,47,1,71,1563178
0.0167,https://api.spotify.com/v1/audio-analysis/4W3FJapn5CD6Fnrlfj4HFe,0.825,173366,0.771,4W3FJapn5CD6Fnrlfj4HFe,2.04E-06,1,0.0901,-4.116,1,0.0804,102.927,4,https://api.spotify.com/v1/tracks/4W3FJapn5CD6Fnrlfj4HFe,audio_features,spotify:track:4W3FJapn5CD6Fnrlfj4HFe,0.718,C. Tangana,Booty,83,1,77,633920
0.754,https://api.spotify.com/v1/audio-analysis/6b3nQBhZu98LciIwIeepGv,0.14,84093,0.156,6b3nQBhZu98LciIwIeepGv,0.387,1,0.0792,-21.692,1,0.0346,175.798,4,https://api.spotify.com/v1/tracks/6b3nQBhZu98LciIwIeepGv,audio_features,spotify:track:6b3nQBhZu98LciIwIeepGv,0.0686,Michael Abels,Silent Scream,33,0,56,1934
0.186,https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme,0.598,203507,0.504,1GwMQaZz6Au3QLDbjbMdme,0.000221,9,0.34,-9.874,1,0.0731,163.954,4,https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme,audio_features,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.252,Taylor Swift,Call It What You Want,68,1,89,19653747
0.00393,https://api.spotify.com/v1/audio-analysis/5ybpQLCWoQgUiqABabjRAB,0.733,202554,0.785,5ybpQLCWoQgUiqABabjRAB,0.317,3,0.0611,-2.446,0,0.25,150.037,4,https://api.spotify.com/v1/tracks/5ybpQLCWoQgUiqABabjRAB,audio_features,spotify:track:5ybpQLCWoQgUiqABabjRAB,0.539,Slushii,Level Up,54,1,66,497884
0.906,https://api.spotify.com/v1/audio-analysis/1yrZp8B0mLT18RuZccaDBJ,0.476,100250,0.135,1yrZp8B0mLT18RuZccaDBJ,0.67,10,0.121,-20.104,1,0.0962,114.822,4,https://api.spotify.com/v1/tracks/1yrZp8B0mLT18RuZccaDBJ,audio_features,spotify:track:1yrZp8B0mLT18RuZccaDBJ,0.157,Barnes Blvd.,Perspective,65,0,61,6922
0.0613,https://api.spotify.com/v1/audio-analysis/7LLXLd0pisbEAdIVK502VM,0.747,208947,0.898,7LLXLd0pisbEAdIVK502VM,1.66E-06,1,0.0886,-3.683,1,0.0709,91.97,4,https://api.spotify.com/v1/tracks/7LLXLd0pisbEAdIVK502VM,audio_features,spotify:track:7LLXLd0pisbEAdIVK502VM,0.689,Wisin & Yandel,Reggaetón en lo Oscuro,82,0,83,2813872
